Posting Date;Prod. Order No.;No.;lot size;good pcs;scrap pcs;Value Entry - User ID;Posted in NAV;Expected time;Dev - minutes
08.06.2025;WO072339;B-LINE;108.00;110;0;HR-BLINE;416.46;61.11;-355.35
08.06.2025;WO072339;B-LINE;108.00;225;5;HR-BLINE;381.11;125.00;-256.11
08.06.2025;WO072343;B-LINE;108.00;525;2;HR-BLINE;389.52;291.67;-97.85
07.06.2025;WO070603;C-LINE;108.00;510;0;HR-BLINE;0.43;283.33;282.90
07.06.2025;WO071510;E-LINE;25.00;15;0;HR-ELINE;0.28;36.00;35.72
07.06.2025;WO072131;G-LINE;16.00;102;0;HR-ELINE;1.06;382.50;381.44
07.06.2025;WO072141;F-LINE;13.00;66;0;HR-ELINE;387.63;304.62;-83.01
07.06.2025;WO072323;B-LINE;108.00;50;0;HR-BLINE;37.81;27.78;-10.03
07.06.2025;WO072323;B-LINE;108.00;395;3;HR-BLINE;285.58;219.44;-66.14
07.06.2025;WO072334;B-LINE;108.00;475;0;HR-BLINE;261.22;263.89;2.67
07.06.2025;WO072339;B-LINE;108.00;95;2;HR-BLINE;92.28;52.78;-39.50
07.06.2025;WO072891;F-LINE;13.00;40;0;HR-ELINE;0.50;184.62;184.12
07.06.2025;WO072923;F-LINE;12.50;24;0;HR-ELINE;0.37;115.20;114.83
07.06.2025;WO073049;E-LINE;25.00;50;0;HR-ELINE;0.23;120.00;119.77
07.06.2025;WO073076;G-LINE;16.00;50;0;HR-ELINE;0.52;187.50;186.98
07.06.2025;WO073449;G-LINE;18.00;2;0;HR-ELINE;124.96;6.67;-118.29
07.06.2025;WO073456;F-LINE;13.00;6;0;HR-ELINE;0.78;27.69;26.91
06.06.2025;WO071510;E-LINE;25.00;85;0;HR-ELINE;0.73;204.00;203.27
06.06.2025;WO072131;G-LINE;16.00;10;0;HR-ELINE;75.59;37.50;-38.09
06.06.2025;WO072139;G-LINE;16.00;56;0;HR-ELINE;187.20;210.00;22.80
06.06.2025;WO072141;F-LINE;13.00;23;0;HR-ELINE;0.39;106.15;105.76
06.06.2025;WO072192;B-LINE;108.00;50;0;HR-BLINE;68.41;27.78;-40.63
06.06.2025;WO072334;B-LINE;108.00;50;0;HR-BLINE;0.30;27.78;27.48
06.06.2025;WO072350;GS-DUAL;2.00;2;0;HR-GS-SPINNER;1.53;60.00;58.47
06.06.2025;WO072421;B-LINE;108.00;265;0;HR-BLINE;147.07;147.22;0.15
06.06.2025;WO072455;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.66;60.00;59.34
06.06.2025;WO072482;B-LINE;108.00;55;5;HR-BLINE;71.13;30.56;-40.57
06.06.2025;WO072482;B-LINE;108.00;145;8;HR-BLINE;260.12;80.56;-179.56
06.06.2025;WO072539;B-LINE;108.00;100;4;HR-BLINE;118.87;55.56;-63.31
06.06.2025;WO072730;GS-MTM;2.00;2;0;HR-GS-SPINNER;0.97;60.00;59.03
06.06.2025;WO072740;B-LINE;108.00;60;7;HR-BLINE;33.11;33.33;0.22
06.06.2025;WO072831;GS-MTM;4.00;4;0;HR-GS-SPINNER;0.37;60.00;59.63
06.06.2025;WO072832;MTM-SBM;2.00;2;0;HR-GS-SPINNER;0.36;60.00;59.64
06.06.2025;WO072833;GS-MTM;1.50;2;0;HR-GS-SPINNER;0.34;80.00;79.66
06.06.2025;WO072887;E-LINE;23.00;35;0;HR-ELINE;12.67;91.30;78.63
06.06.2025;WO072902;B-LINE;108.00;10;0;HR-BLINE;2.84;5.56;2.72
06.06.2025;WO072922;F-LINE;13.50;25;0;HR-ELINE;0.37;111.11;110.74
06.06.2025;WO072922;F-LINE;13.50;45;0;HR-ELINE;261.91;200.00;-61.91
06.06.2025;WO073044;B-LINE;108.00;25;0;HR-BLINE;0.88;13.89;13.01
06.06.2025;WO073296;G-LINE;16.50;20;0;HR-ELINE;0.38;72.73;72.35
05.06.2025;WO071590;G-LINE;16.00;112;0;HR-ELINE;230.03;420.00;189.97
05.06.2025;WO071704;E-LINE;24.00;40;0;HR-ELINE;1.89;100.00;98.11
05.06.2025;WO071889;GS-MTM;1.50;2;0;HR-GS-SPINNER;0.36;80.00;79.64
05.06.2025;WO072021;GS-MTM;7.00;32;0;HR-ELINE;0.38;274.29;273.91
05.06.2025;WO072128;B-LINE;102.00;360;0;HR-BLINE;0.40;211.76;211.36
05.06.2025;WO072146;GS-MTM;1.50;2;0;HR-GS-SPINNER;0.33;80.00;79.67
05.06.2025;WO072221;E-LINE;24.00;1;0;HR-ELINE;0.25;2.50;2.25
05.06.2025;WO072315;B-LINE;108.00;195;1;HR-BLINE;134.07;108.33;-25.74
05.06.2025;WO072315;B-LINE;108.00;330;10;HR-BLINE;168.51;183.33;14.82
05.06.2025;WO072332;B-LINE;108.00;525;0;HR-BLINE;282.40;291.67;9.27
05.06.2025;WO072373;GS-LINE;1.20;2;0;HR-GS-SPINNER;1.09;100.00;98.91
05.06.2025;WO072415;E-LINE;24.00;20;0;HR-ELINE;15.11;50.00;34.89
05.06.2025;WO072415;E-LINE;24.00;30;0;HR-ELINE;0.42;75.00;74.58
05.06.2025;WO072421;B-LINE;108.00;35;0;HR-BLINE;24.47;19.44;-5.03
05.06.2025;WO072604;GS-SOK;3.00;2;0;HR-GS-SPINNER;0.92;40.00;39.08
05.06.2025;WO072956;F-LINE;13.00;12;0;HR-ELINE;0.85;55.38;54.53
05.06.2025;WO073353;C-LINE;21.00;40;0;HR-BLINE;0.28;114.29;114.01
05.06.2025;WO073353;C-LINE;21.00;60;0;HR-BLINE;30.89;171.43;140.54
04.06.2025;WO071890;GS-MTM;2.00;2;0;HR-GS-SPINNER;0.38;60.00;59.62
04.06.2025;WO072037;GS-SOK;3.00;2;0;HR-GS-SPINNER;1.13;40.00;38.87
04.06.2025;WO072325;B-LINE;108.00;425;3;HR-BLINE;289.45;236.11;-53.34
04.06.2025;WO072328;B-LINE;108.00;250;6;HR-BLINE;151.00;138.89;-12.11
04.06.2025;WO072328;B-LINE;108.00;275;0;HR-BLINE;160.57;152.78;-7.79
04.06.2025;WO072331;B-LINE;108.00;15;0;HR-BLINE;19.55;8.33;-11.22
04.06.2025;WO072331;B-LINE;108.00;510;8;HR-BLINE;308.40;283.33;-25.07
04.06.2025;WO072405;F-LINE;13.00;8;0;HR-ELINE;0.34;36.92;36.58
04.06.2025;WO072414;G-LINE;15.00;20;0;HR-ELINE;77.01;80.00;2.99
04.06.2025;WO072497;G-LINE;16.00;40;0;HR-ELINE;0.51;150.00;149.49
04.06.2025;WO072834;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.78;60.00;59.22
04.06.2025;WO072835;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.41;100.00;99.59
04.06.2025;WO072871;G-LINE;12.00;16;0;HR-GS-SPINNER;0.34;80.00;79.66
04.06.2025;WO072871;GS-SOK;3.00;16;0;HR-GS-SPINNER;1.23;320.00;318.77
04.06.2025;WO073012;C-LINE;54.50;100;0;HR-BLINE;293.16;110.09;-183.07
04.06.2025;WO073012;C-LINE;54.50;400;1;HR-BLINE;460.61;440.37;-20.24
04.06.2025;WO073043;G-LINE;16.50;20;0;HR-ELINE;0.59;72.73;72.14
04.06.2025;WO073043;G-LINE;16.50;80;0;HR-ELINE;0.70;290.91;290.21
04.06.2025;WO073220;D-LINE;5.00;4;0;HR-ELINE;0.50;48.00;47.50
04.06.2025;WO073350;G-LINE;16.50;1;0;HR-GS-SPINNER;0.36;3.64;3.28
04.06.2025;WO073350;GS-SOK;3.00;1;0;HR-GS-SPINNER;1.82;20.00;18.18
03.06.2025;WO071598;GS-MTM;1.50;2;0;HR-GS-SPINNER;0.50;80.00;79.50
03.06.2025;WO072221;E-LINE;24.00;32;0;HR-ELINE;0.57;80.00;79.43
03.06.2025;WO072221;E-LINE;24.00;40;0;HR-ELINE;232.87;100.00;-132.87
03.06.2025;WO072324;B-LINE;108.00;45;0;HR-BLINE;42.34;25.00;-17.34
03.06.2025;WO072324;B-LINE;108.00;480;8;HR-BLINE;266.66;266.67;0.01
03.06.2025;WO072325;B-LINE;108.00;100;5;HR-BLINE;74.27;55.56;-18.71
03.06.2025;WO072327;B-LINE;108.00;525;10;HR-BLINE;380.84;291.67;-89.17
03.06.2025;WO072330;B-LINE;108.00;80;8;HR-BLINE;37.50;44.44;6.94
03.06.2025;WO072330;B-LINE;108.00;445;0;HR-BLINE;290.90;247.22;-43.68
03.06.2025;WO072354;E-LINE;12.00;24;0;HR-ELINE;0.38;120.00;119.62
03.06.2025;WO072368;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.61;100.00;99.39
03.06.2025;WO072369;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.47;100.00;99.53
03.06.2025;WO072407;G-LINE;17.00;6;0;HR-ELINE;0.38;21.18;20.80
03.06.2025;WO072417;E-LINE;23.00;109;0;HR-ELINE;0.24;284.35;284.11
03.06.2025;WO072565;C-LINE;54.50;318;6;HR-BLINE;384.97;350.09;-34.88
03.06.2025;WO072579;GS-LINE;1.50;2;0;HR-GS-SPINNER;2.32;80.00;77.68
03.06.2025;WO072619;GS-LINE;1.50;2;0;HR-GS-SPINNER;1.06;80.00;78.94
03.06.2025;WO072957;G-LINE;17.00;7;0;HR-ELINE;0.44;24.71;24.27
03.06.2025;WO072957;G-LINE;17.00;93;0;HR-ELINE;0.66;328.24;327.58
03.06.2025;WO072960;G-LINE;16.50;20;0;HR-ELINE;1.19;72.73;71.54
03.06.2025;WO073012;C-LINE;54.50;88;0;HR-BLINE;80.66;96.88;16.22
02.06.2025;WO071593;F-LINE;13.00;1;0;HR-ELINE;214.52;4.62;-209.90
02.06.2025;WO071593;F-LINE;13.00;15;0;HR-ELINE;180.35;69.23;-111.12
02.06.2025;WO071593;F-LINE;13.00;16;0;HR-ELINE;1.16;73.85;72.69
02.06.2025;WO071735;MTM-SBM;2.00;1;0;HR-GS-SPINNER;1.18;30.00;28.82
02.06.2025;WO071881;G-LINE;10.00;35;0;HR-ELINE;0.53;210.00;209.47
02.06.2025;WO072143;GS-MTM;1.50;2;0;HR-GS-SPINNER;0.48;80.00;79.52
02.06.2025;WO072296;B-LINE;108.00;525;0;HR-BLINE;271.69;291.67;19.98
02.06.2025;WO072298;B-LINE;108.00;185;0;HR-BLINE;105.52;102.78;-2.74
02.06.2025;WO072298;B-LINE;108.00;340;1;HR-BLINE;197.79;188.89;-8.90
02.06.2025;WO072301;B-LINE;108.00;60;0;HR-BLINE;0.35;33.33;32.98
02.06.2025;WO072301;B-LINE;108.00;465;8;HR-BLINE;259.41;258.33;-1.08
02.06.2025;WO072407;G-LINE;17.00;1;0;HR-ELINE;118.99;3.53;-115.46
02.06.2025;WO072407;G-LINE;17.00;42;0;HR-ELINE;0.26;148.24;147.98
02.06.2025;WO072408;F-LINE;12.50;50;0;HR-ELINE;0.34;240.00;239.66
02.06.2025;WO072410;F-LINE;13.00;51;0;HR-ELINE;0.23;235.38;235.15
02.06.2025;WO072416;F-LINE;13.00;7;0;HR-ELINE;0.40;32.31;31.91
02.06.2025;WO072423;F-LINE;15.00;6;0;HR-ELINE;0.39;24.00;23.61
02.06.2025;WO072444;G-LINE;16.00;150;0;HR-ELINE;126.05;562.50;436.45
02.06.2025;WO072541;E-LINE;24.00;30;0;HR-ELINE;87.80;75.00;-12.80
02.06.2025;WO072565;C-LINE;54.50;270;8;HR-BLINE;325.87;297.25;-28.62
02.06.2025;WO073045;E-LINE;27.00;70;0;HR-ELINE;169.73;155.56;-14.17
02.06.2025;WO073149;F-LINE;13.00;12;0;HR-ELINE;9.02;55.38;46.36
02.06.2025;WO073350;G-LINE;16.50;3;0;HR-GS-SPINNER;0.34;10.91;10.57
02.06.2025;WO073350;GS-SOK;3.00;3;0;HR-GS-SPINNER;4.33;60.00;55.67
;;;;;;;108716.83;160.65;-108556.18
