MAIN BOM;No.;Description;Quantity per;Link;Draw
61S3800027;562865;WD Formed T-mount 12mm  Ø930,0-Ø916,5mm;1.00;562865_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\562865_BM.pdf
61S3800028;608860;WD Formed T-mount 12mm  Ø930,0-Ø916,5mm;1.00;61S3800002_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800002_BM.pdf
61S3800029;ST4075;STEEL H.R. 15X1500X3000 BLACK;80.00;;
61S3800030;630649;WD Formed T-mount 15mm  Ø930,0-Ø882,0mm;1.00;61S3800029_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800029_BM.pdf
61S3800031;608860;WD Formed T-mount 12mm  Ø930,0-Ø916,5mm;1.00;61S3800002_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800002_BM.pdf
61S3800033;638331;WD Formed T-mount 12mm  Ø930,0-Ø916,5mm;1.00;61S3800032_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800032_BM.pdf
61S3800034;608860;WD Formed T-mount 12mm  Ø930,0-Ø916,5mm;1.00;61S3800002_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800002_BM.pdf
61S3800035;ST4075;STEEL H.R. 15X1500X3000 BLACK;80.00;;
61S3800036;640693;WD Formed T-mount 15mm  Ø930,0-Ø676,0mm;1.00;61S3800035_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800035_BM.pdf
61S3800037;641843;WD Formed T-mount 12mm  Ø980,0-Ø967,3mm;1.00;61S4000037_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000037_BM.pdf
61S3800038;ST4075;STEEL H.R. 15X1500X3000 BLACK;80.00;;
61S3800042;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800043;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800046;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S4000001;604718;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000009_BM.pdf
61S4000002;642512;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000040_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000040_BM.pdf
61S4000003;656687;WD Formed T-mount 12mm  Ø980,0-Ø mm;1.00;61S4000045_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000045_BM.pdf
61S4000004;656687;WD Formed T-mount 12mm  Ø980,0-Ø mm;1.00;61S4000045_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000045_BM.pdf
61S4000005;ST4075;STEEL H.R. 15X1500X3000 BLACK;90.70;;
61S4000006;590486;WD Formed T-mount 15mm  Ø990,0-Ø967,0mm;1.00;61S4000005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000005_BM.pdf
61S4000007;592862;WD Formed T-mount 15mm  Ø990,0-Ø mm;1.00;61S4000008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000008_BM.pdf
61S4000008;ST4075;STEEL H.R. 15X1500X3000 BLACK;90.70;;
61S4000009;ST4075;STEEL H.R. 15X1500X3000 BLACK;90.70;;
61S4000010;604718;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000009_BM.pdf
61S4000011;604718;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000009_BM.pdf
61S4000012;ST4075;STEEL H.R. 15X1500X3000 BLACK;90.70;;
61S4000013;606491;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000012;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000012.pdf
61S4000014;ST4075;STEEL H.R. 15X1500X3000 BLACK;88.82;;
61S4000015;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000016;ST4075;STEEL H.R. 15X1500X3000 BLACK;88.82;;
61S4000017;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S4000018;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000019;ST4075;STEEL H.R. 15X1500X3000 BLACK;88.82;;
61S4000020;625355;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000019_BM.pdf
61S4000021;625355;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000019_BM.pdf
61S4000024;ST4075;STEEL H.R. 15X1500X3000 BLACK;88.82;;
61S4000025;630809;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000024_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000024_BM.pdf
61S4000027;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S4000028;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000030;634098;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000029_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000029_BM.pdf
61S4000032;634326;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000031_BM.pdf
61S4000033;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000034;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000035;590486;WD Formed T-mount 15mm  Ø990,0-Ø967,0mm;1.00;61S4000005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000005_BM.pdf
61S4000036;634098;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000029_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000029_BM.pdf
61S4000038;633008;WD Formed T-mount 12mm  Ø980,0-Ø967,3mm;1.00;61S4000026_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000026_BM.pdf
61S4000039;625355;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000019_BM.pdf
61S4000040;ST4075;STEEL H.R. 15X1500X3000 BLACK;92.50;;
61S4000041;642512;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000040_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000040_BM.pdf
61S4000042;ST4068;STEEL H.R. 12X1500X3000 BLACK;71.05;;
61S4000045;ST4068;STEEL H.R. 12X1500X3000 BLACK;74.00;;
61S4000046;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S4000047;ST4068;STEEL H.R. 12X1500X3000 BLACK;71.05;;
61S4000049;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000050;653860;WD Formed T-mount 12mm  Ø980,0-Ø967,3mm;1.00;61S4000042_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000042_BM.pdf
61S4000051;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000052;656687;WD Formed T-mount 12mm  Ø980,0-Ø mm;1.00;61S4000045_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000045_BM.pdf
61S4000054;ST4068;STEEL H.R. 12X1500X3000 BLACK;71.05;;
61S4000055;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S4000056;625355;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000019_BM.pdf
61S4000057;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
61S4000058;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S4000059;695945;WD Formed T-mount 12mm  Ø980,0-Ø967,3mm;1.00;61S4000054_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000054_BM.pdf
61S4000063;ST4068;STEEL H.R. 12X1500X3000 BLACK;71.05;;
61S4000064;727516;WD Formed T-mount 12mm  Ø980,0-Ø967,3mm;1.00;61S4000063_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000063_BM.pdf
61S4000065;642512;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000040_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000040_BM.pdf
61S4200001;ST4075;STEEL H.R. 15X1500X3000 BLACK;88.80;;
61S4200002;577715;WD Plug-fit 15mm  Ø980,0mm;108.00;577715_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\577715_BM.pdf
61S4200003;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4200004;ST4072;STEEL H.R. 12X1090X2180 BLACK;86.30;;
61S4200005;ST4068;STEEL H.R. 12X1500X3000 BLACK;80.00;;
61S4200006;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200007;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200008;ST4068;STEEL H.R. 12X1500X3000 BLACK;80.00;;
61S4200009;599953;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200008_BM.pdf
61S4200010;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200011;ST4075;STEEL H.R. 15X1500X3000 BLACK;100.00;;
61S4200012;607788;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200011_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200011_BM.pdf
61S4200013;599953;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200008_BM.pdf
61S4200014;599953;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200008_BM.pdf
61S4200015;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200016;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200017;599953;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200008_BM.pdf
61S4200018;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200019;ST4068;STEEL H.R. 12X1500X3000 BLACK;80.00;;
61S4200020;631561;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200023_BM.pdf
61S4200022;631011;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200021_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200021_BM.pdf
61S4200025;632339;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200024_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200024_BM.pdf
61S4200026;632339;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200024_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200024_BM.pdf
61S4200027;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200028;ST4075;STEEL H.R. 15X1500X3000 BLACK;100.00;;
61S4200030;634074;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200029_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200029_BM.pdf
61S4200032;634630;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200031_BM.pdf
61S4200033;632995;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200028_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200028_BM.pdf
61S4200034;631011;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200021_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200021_BM.pdf
61S4200035;631011;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200021_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200021_BM.pdf
61S4200036;632995;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200028_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200028_BM.pdf
61S4200037;631011;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200021_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200021_BM.pdf
61S4200038;ST4075;STEEL H.R. 15X1500X3000 BLACK;100.00;;
61S4200039;ST4068;STEEL H.R. 12X1500X3000 BLACK;80.00;;
61S4200040;ST4068;STEEL H.R. 12X1500X3000 BLACK;80.00;;
61S4200041;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200042;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200043;607788;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200011_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200011_BM.pdf
61S4200044;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200045;631011;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200021_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200021_BM.pdf
61S4200046;ST4075;STEEL H.R. 15X1500X3000 BLACK;100.00;;
61S4200047;685021;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200046_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200046_BM.pdf
61S4200048;ST4075;STEEL H.R. 15X1500X3000 BLACK;100.00;;
61S4200049;685694;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200048_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200048_BM.pdf
61S4200050;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200051;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4200053;653839;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200040_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200040_BM.pdf
61S4200055;ST4068;STEEL H.R. 12X1500X3000 BLACK;80.05;;
61S4200056;696096;WD Formed T-mount 12mm  Ø1040,0-Ø643,6mm;1.00;61S4200055_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200055_BM.pdf
61S4200057;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200058;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200060;ST4075;STEEL H.R. 15X1500X3000 BLACK;100.00;;
61S4200062;705361;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200060_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200060_BM.pdf
61S4200063;631011;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200021_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200021_BM.pdf
61S4200067;685021;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200046_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200046_BM.pdf
61S4200069;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
61S4200070;634630;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200031_BM.pdf
61S4200071;634630;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;61S4200031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200031_BM.pdf
61S4400001;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4400002;ST4075;STEEL H.R. 15X1500X3000 BLACK;108.00;;
61S4400003;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4400004;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4400005;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4400007;ST4075;STEEL H.R. 15X1500X3000 BLACK;132.50;;
61S4400008;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400011;ST4075;STEEL H.R. 15X1500X3000 BLACK;108.00;;
61S4400012;593913;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400011_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400011_BM.pdf
61S4400013;ST4068;STEEL H.R. 12X1500X3000 BLACK;145.98;;
61S4400014;596327;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;61S4400013_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400013_BM.pdf
61S4400015;549347;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;549347_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549347_BM.pdf
61S4400016;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400017;ST4075;STEEL H.R. 15X1500X3000 BLACK;132.50;;
61S4400018;606705;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400017_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400017_BM.pdf
61S4400019;549354;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;549354_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549354_BM.pdf
61S4400020;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400021;549354;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;549354_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549354_BM.pdf
61S4400023;630953;WD Formed T-mount 15mm  Ø1080,0-Ø mm;1.00;61S4400022_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400022_BM.pdf
61S4400024;593548;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400009_BM.pdf
61S4400025;547329;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;547329_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\547329_BM.pdf
61S4400027;634128;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400026_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400026_BM.pdf
61S4400028;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400029;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400030;593548;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400009_BM.pdf
61S4400031;630953;WD Formed T-mount 15mm  Ø1080,0-Ø mm;1.00;61S4400022_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400022_BM.pdf
61S4400032;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400033;549354;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;549354_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549354_BM.pdf
61S4400035;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4400038;549354;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;549354_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549354_BM.pdf
61S4400039;549347;WD Formed T-mount 12mm  Ø1080,0-Ø1068,9mm;1.00;549347_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549347_BM.pdf
61S4400040;588797;WD Formed T-mount 15mm  Ø1080,0-Ø1068,9mm;1.00;61S4400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4400007_BM.pdf
61S4600001;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
61S4600002;589459;WD Formed T-mount 12mm  Ø1130,0-Ø1119,7mm;1.00;61S4600001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600001_BM.pdf
61S4600003;ST4068;STEEL H.R. 12X1500X3000 BLACK;105.98;;
