MAIN BOM;No.;Description;Quantity per;Link;Draw
61S3600012;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600013;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600014;594026;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600013_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600013_BM.pdf
61S3600015;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600016;61S3600015;"36"" GS DISC";1.00;;
61S3600017;ST4074;STEEL H.R. 12X1500X3600 BLACK;57.30;;
61S3600018;61S3600017;"36"" GS DISC";1.00;61S3600017_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600017_BM.pdf
61S3600019;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600020;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600021;595658;WD Formed T-mount 12mm  Ø880,0-Ø mm;1.00;61S3600020_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600020_BM.pdf
61S3600022;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600023;ST4075;STEEL H.R. 15X1500X3000 BLACK;71.62;;
61S3600024;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600025;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600026;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
61S3600027;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
61S3600028;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600030;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600031;594286;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600015_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600015_BM.pdf
61S3600033;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600034;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600035;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600036;616438;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600035_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600035_BM.pdf
61S3600037;595658;WD Formed T-mount 12mm  Ø880,0-Ø mm;1.00;61S3600020_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600020_BM.pdf
61S3600038;ST4075;STEEL H.R. 15X1500X3000 BLACK;71.62;;
61S3600039;617022;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600038_BM.pdf
61S360004;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600040;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
61S3600041;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600042;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600043;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600044;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
61S3600045;595658;WD Formed T-mount 12mm  Ø880,0-Ø mm;1.00;61S3600020_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600020_BM.pdf
61S3600046;594286;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600015_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600015_BM.pdf
61S3600047;617022;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600038_BM.pdf
61S3600048;616438;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600035_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600035_BM.pdf
61S3600049;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600050;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600051;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600052;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600053;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
61S3600054;617022;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600038_BM.pdf
61S3600055;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600056;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600057;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600058;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600059;ST4068;STEEL H.R. 12X1500X3000 BLACK;57.30;;
61S3600060;632810;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600059_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600059_BM.pdf
61S3600061;ST4075;STEEL H.R. 15X1500X3000 BLACK;71.62;;
61S3600062;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600063;595658;WD Formed T-mount 12mm  Ø880,0-Ø mm;1.00;61S3600020_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600020_BM.pdf
61S3600064;633329;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600061_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600061_BM.pdf
61S3600065;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600066;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600068;634623;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600067_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600067_BM.pdf
61S3600069;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600070;616438;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600035_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600035_BM.pdf
61S3600071;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600072;616438;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600035_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600035_BM.pdf
61S3600073;617022;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600038_BM.pdf
61S3600074;633329;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600061_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600061_BM.pdf
61S3600075;616438;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600035_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600035_BM.pdf
61S3600076;556468;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;556468_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\556468_BM.pdf
61S3600078;638270;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600077_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600077_BM.pdf
61S3600079;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600080;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600081;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600082;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600084;640167;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600083_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600083_BM.pdf
61S3600086;ST4075;STEEL H.R. 15X1500X3000 BLACK;71.65;;
61S3600087;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600088;617022;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600038_BM.pdf
61S3600089;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600091;647456;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600090_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600090_BM.pdf
61S3600092;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600093;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600094;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600095;556468;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;556468_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\556468_BM.pdf
61S3600096;ST4075;STEEL H.R. 15X1500X3000 BLACK;71.62;;
61S3600097;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
61S3600098;556468;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;556468_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\556468_BM.pdf
61S3600100;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S3600101;634623;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600067_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600067_BM.pdf
61S3600103;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600104;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600105;ST4075;STEEL H.R. 15X1500X3000 BLACK;71.62;;
61S3600106;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600113;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600114;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600116;556468;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;556468_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\556468_BM.pdf
61S3600117;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600119;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600120;594026;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600013_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600013_BM.pdf
61S3600121;671369;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600105_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600105_BM.pdf
61S3600122;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600123;503646;WD Formed T-mount 12mm  Ø880,0-Ø702,0mm;1.00;503646_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503646_BM.pdf
61S3600124;686530;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200051_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200051_BM.pdf
61S3600125;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600126;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600127;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600128;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600129;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600131;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S3600132;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600134;619279;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000016_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000016_BM.pdf
61S3600135;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3600136;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600138;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600139;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600140;556468;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;556468_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\556468_BM.pdf
61S3600141;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600142;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600143;647456;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600090_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600090_BM.pdf
61S3600144;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600146;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600147;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600148;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S360015;ST4074;STEEL H.R. 12X1500X3600 BLACK;53.90;;
61S3600151;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600152;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600153;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600156;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600157;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600158;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
61S3600159;671369;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600105_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600105_BM.pdf
61S3600160;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600161;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600162;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
61S3600163;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
61S3800001;ST4068;STEEL H.R. 12X1500X3000 BLACK;70.65;;
61S3800002;ST4068;STEEL H.R. 12X1500X3000 BLACK;70.65;;
61S3800003;ST4068;STEEL H.R. 12X1500X3000 BLACK;70.65;;
61S3800006;ST4068;STEEL H.R. 12X1500X3000 BLACK;70.65;;
61S3800007;589176;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;61S3800006_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800006_BM.pdf
61S3800008;589176;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;61S3800006_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800006_BM.pdf
61S3800009;589176;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;61S3800006_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800006_BM.pdf
61S3800012;ST4075;STEEL H.R. 15X1500X3000 BLACK;79.70;;
61S3800013;594309;WD Formed T-mount 15mm  Ø930,0-Ø916,5mm;1.00;61S3800012_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800012_BM.pdf
61S3800014;594309;WD Formed T-mount 15mm  Ø930,0-Ø916,5mm;1.00;61S3800012_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800012_BM.pdf
61S3800015;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800016;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800017;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800018;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800019;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800021;547299;WD Formed T-mount 12mm  Ø930,0-Ø916,5mm;1.00;547299_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\547299_BM.pdf
61S3800023;ST4068;STEEL H.R. 12X1500X3000 BLACK;70.65;;
61S3800024;622880;WD Formed T-mount 12mm  Ø930,0-Ø865,7mm;1.00;61S3800023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3800023_BM.pdf
61S3800025;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
61S3800026;542812;WD Formed T-mount 12mm  Ø930,0-Ø mm;1.00;542812_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542812_BM.pdf
