"Posting Date";"Document No.";"Item No.";"Item ledger entry no.";"Sales amount (actual)";"Customer Code";"Sum of Invoiced Quantity";"WO";"Description";"Customer"
"2025-07-07";"SI013597";"422992.0";"153972.0";"240.04";"1000106.0";"-4.0";"WO073420";"WB 13LBx15 H2 5/110/160 Ø18.5 R14 ET28";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"474120.0";"153975.0";"4784.0";"1000106.0";"-100.0";"WO073586";"WB 13LBx15 H2 5/192/225 Ø18.5 R14 ET83.5";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"509556.0";"153963.0";"4371.9";"1000106.0";"-295.0";"WO072744";"WI EK 7.00Ax8 H2 30x92/102";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"581989.0";"153971.0";"50.26";"1000106.0";"-1.0";"WO073216";"WB 8Jx16 H2 6/161/205 Ø21.5 R16 ET60";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"639987.0";"153978.0";"1962.0";"1000106.0";"-60.0";"WO073923";"WB 8.50Ix12 H2 5/67/112 Ø18.5 R14 ET0";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"686899.0";"153970.0";"2460.24";"1000106.0";"-34.0";"WO073080";"WB 9.75x16.5 H2 10/95/140 Ø16.5 ET-1";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"708942.0";"153973.0";"183.0";"1000106.0";"-4.0";"WO073448";"WB 10LBx15 H2 6/117.5/152.4 Ø17.5 ET-89";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"733678.0";"153974.0";"191.52";"1000106.0";"-2.0";"WO073455";"WB 7Jx14 H2 6/117.8/152.4 Ø17.5 ET7";"KENDA Deutschland GmbH"
"2025-07-07";"SI013597";"743547.0";"153977.0";"2981.58";"1000106.0";"-31.0";"WO073782";"WB W13x20 H2 8/221/275 Ø21.5 R16 ET60";"KENDA Deutschland GmbH"
"2025-07-04";"SI013592";"495224.0";"153886.0";"390.4";"1007189.0";"-32.0";"";"DU Hookspindle  MD/SOK 575mm";"GRASDORF GmbH"
"2025-07-04";"SI013595";"260761.0";"153889.0";"48.0";"1000106.0";"-4.0";"";"WOOD PALLET 1,20 X 1,26M HEAT TREATED";"KENDA Deutschland GmbH"
"2025-07-04";"SI013595";"260808.0";"153890.0";"29.16";"1000106.0";"-4.0";"";"WOOD TOP COVER 1,20X1,26 M HEAT TREATED";"KENDA Deutschland GmbH"
"2025-07-04";"SI013595";"447414.0";"153888.0";"3868.8";"1000106.0";"-60.0";"WO072891";"WB 13.00x17 H2 5/192/225 Ø18.5 R14 ET37";"KENDA Deutschland GmbH"
"2025-07-04";"SI013596";"139708.0";"153945.0";"221.56";"1000108.0";"-4.0";"WO072472";"WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET0";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"159942.0";"153949.0";"117.0";"1000108.0";"-13.0";"";"Euro Pallets 80x120cm";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"260617.0";"153948.0";"1950.0";"1000108.0";"-3000.0";"";"Flanged Bush 20,60x30,3-4,0";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"262291.0";"153950.0";"49.92";"1000108.0";"-13.0";"";"WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"471198.0";"153944.0";"864.0";"1000108.0";"-120.0";"WO071908";"WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Silver";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"521022.0";"153939.0";"2051.46";"1000108.0";"-54.0";"WO072488";"WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"521022.0";"153942.0";"455.88";"1000108.0";"-12.0";"WO071679";"WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"616704.0";"153941.0";"174.0";"1000108.0";"-25.0";"WO070866";"WB 5.50Ax8 H2 4/60/100 Ø14.5 C60 ET0 Silver";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"640143.0";"153946.0";"2555.52";"1000108.0";"-132.0";"WO072493";"WB 6.00Ix10 H2 4/56.5/100 Ø13 C60 ET0";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"681283.0";"153947.0";"1924.23";"1000108.0";"-187.0";"WO072496";"WI EK 4.50Ax6 H 25x90/98";"KENDA Polska Sp. z.o.o."
"2025-07-04";"SI013596";"723310.0";"153943.0";"133.12";"1000108.0";"-2.0";"WO071687";"WB 16.00x17 H2 8/221/275 Ø27 R18 ET0";"KENDA Polska Sp. z.o.o."
"2025-07-02";"SI013580";"141275.0";"153474.0";"1035.92";"1000106.0";"-8.0";"WO072114";"WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET-50 RFH";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"141282.0";"153472.0";"1204.47";"1000106.0";"-9.0";"WO072091";"WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"143729.0";"153478.0";"6093.0";"1000106.0";"-90.0";"WO072948";"WB 13.00x17 H2 10/93/140 Ø15 ET-39 Silver RAL9006";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"143842.0";"153475.0";"6914.7";"1000106.0";"-135.0";"WO072931";"WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0 Orange";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"143873.0";"153476.0";"1934.79";"1000106.0";"-39.0";"WO072933";"WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET0 VG2 Silver";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"143880.0";"153477.0";"3220.28";"1000106.0";"-98.0";"WO072935";"WB 7.00Ix12 H2 10/93/140 Ø16.5 ET20 Silver";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"146096.0";"153473.0";"1713.37";"1000106.0";"-31.0";"WO072100";"WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET50 RFH";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"159942.0";"153481.0";"63.0";"1000106.0";"-7.0";"";"Euro Pallets 80x120cm";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"163802.0";"153480.0";"4049.76";"1000106.0";"-66.0";"WO073573";"WB 8Jx16 H2 6/161/205 Ø18.5 R14 ET-120";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"260761.0";"153482.0";"336.0";"1000106.0";"-28.0";"";"WOOD PALLET 1,20 X 1,26M HEAT TREATED";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"260808.0";"153483.0";"204.12";"1000106.0";"-28.0";"";"WOOD TOP COVER 1,20X1,26 M HEAT TREATED";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"262291.0";"153484.0";"26.88";"1000106.0";"-7.0";"";"WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED";"KENDA Deutschland GmbH"
"2025-07-02";"SI013580";"712444.0";"153479.0";"1810.8";"1000106.0";"-18.0";"WO073037";"WB W13x20 H2 8/221/275 Ø21.5 R16 ET60";"KENDA Deutschland GmbH"
"2025-07-02";"SI013581";"159942.0";"153532.0";"36.0";"1007236.0";"-4.0";"";"Euro Pallets 80x120cm";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"260761.0";"153533.0";"144.0";"1007236.0";"-12.0";"";"WOOD PALLET 1,20 X 1,26M HEAT TREATED";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"260808.0";"153534.0";"87.48";"1007236.0";"-12.0";"";"WOOD TOP COVER 1,20X1,26 M HEAT TREATED";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"262291.0";"153535.0";"15.36";"1007236.0";"-4.0";"";"WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"294414.0";"153528.0";"6792.0";"1007236.0";"-600.0";"WO073015";"WB 7.00Ax8 H2 4/60/100 Ø14.5 C60 ET0";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"495972.0";"153527.0";"3735.18";"1007236.0";"-6.0";"";"DU Fixation Set HD+6 M18x1.5x95";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"518992.0";"153529.0";"821.0";"1007236.0";"-100.0";"WO073016";"WB 5.50Ax8 H2 4/60/100 Ø9 ET0";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"582740.0";"153530.0";"7686.0";"1007236.0";"-200.0";"WO073018";"WB 6.5LBx15 H2 6/161/205 Ø21.5 R16 ET0";"Bohnenkamp SIA"
"2025-07-02";"SI013581";"615752.0";"153531.0";"2676.0";"1007236.0";"-60.0";"WO073377";"WB 6.75x14.5 H2 5/94/140 Ø18.5 R14 ET0";"Bohnenkamp SIA"
"2025-07-02";"SI013583";"260761.0";"153582.0";"72.0";"1007426.0";"-6.0";"";"WOOD PALLET 1,20 X 1,26M HEAT TREATED";"Maschinenfabrik Bernard Krone GmbH & Co. KG"
"2025-07-02";"SI013583";"260808.0";"153583.0";"43.74";"1007426.0";"-6.0";"";"WOOD TOP COVER 1,20X1,26 M HEAT TREATED";"Maschinenfabrik Bernard Krone GmbH & Co. KG"
"2025-07-02";"SI013583";"357850.0";"153581.0";"3870.0";"1007426.0";"-90.0";"WO072012";"WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0";"Maschinenfabrik Bernard Krone GmbH & Co. KG"
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";""
